question_id,ask_text,answer_1,answer_2,answer_3,answer_4,answer_5,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
7126,Укажите тюркский народ России не исповедующий ислам:,татары,чуваши,башкиры,кумыки,,1,geography,МЭ ВсОШ 2013-2014 9 класс,demography,1,False,0,0,
7127,"Укажите республику РФ, где доля русских значительно меньше доли титульного народа",Хакасия,Алтай,Бурятия,Тыва,,3,geography,МЭ ВсОШ 2013-2014 9 класс,demography,1,False,0,0,
7128,Укажите вторую после пшеницы зерновую культуру России по объёмам сбора,Рожь,Овёс,Кукуруза,Ячмень,,3,geography,МЭ ВсОШ 2013-2014 9 класс,agriculture,1,False,0,0,
7129,По сбору какой технической культуры Россия занимает 1 место в мире?,Подсолнечника,Сахарной свёклы,Картофеля,Льна,,0,geography,МЭ ВсОШ 2013-2014 9 класс,agriculture,1,False,0,0,
7130,Какое утверждение о природных ресурсах России является не верным:,"В России располагается 25% мировых запасов древесины, 22% площади лесов планеты","По уровню обеспеченности землей на душу населения (11,6 га) Россия занимает 4 место в мире",Водные ресурсы распределены равномерно по стране. По запасам речного стока Россия уступает только Бразилии,Россия занимает первое место в мире по разведанным запасам железных (26%) и никелевых (13%) руд,,2,geography,МЭ ВсОШ 2013-2014 9 класс,earth_as_a_planet,1,False,0,0,
7131,Укажите правильную тройку лидеров среди экономических районов по добыче угля в 2010 году,"Западносибирский, Дальневосточный, Восточносибирский","Западносибирский, Северный, Северокавказский","Западносибирский, Восточносибирский, Дальневосточный","Западносибирский, Восточносибирский, Северный",,3,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7132,Какой экономический район является самым энергодефицитным (потребление электроэнергии почти в 2 раза превышает её производство),Северо-Западный,Центрально-Чернозёмный,Волго-Вятский,Дальневосточный,,2,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7133,Укажите неверное утверждение о черной металлургии России,по производству стали в 2010г. Россия занимает 4 место в мире (67 млн т.),более 60% разведанных запасов железных руд сосредоточено в КМА,Урал – главный производитель стали в России,"Крупнейшие комбинаты полного цикла располагаются в Магнитогорске, Череповце, Липецке, Екатеринбурге, Новосибирске",,3,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7134,"Производство какого металла имеет следующую географию: добыча сырья: Коми, Кольский полуостров, Урал, Дальний Восток; выплавка металла – Березники; производство проката и сплавов на его основе - Верхняя Салда",титан,магний,хром,вольфрам,,0,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7135,Укажите неправильное сочетание: металл – основной производитель,Цинк – Челябинск,Свинец - Дальнегорск,Олово – Новосибирск,Медь - Медногорск,,3,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7136,Укажите в каком субъекте РФ производится более 40% удобрений России,Вологодская область,Пермский край,Ставропольский край,Новгородская область,,1,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7137,"85% производства некоторого продукта осуществляется на предприятиях в 4 городах: Братск, Усть-Илимск, Котлас и Архангельск. Назовите отрасль производства, в составе которой работают эти предприятия",Цветная металлургия,Целлюлозно-бумажная промышленность,Горнохимическая промышленность,Деревообрабатывающая промышленность,,1,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7138,"Какая машиностроительная продукция производится в следующих городах: Нижний Новгород, Миасс, Набережные Челны, Москва, Калуга",автобусы,троллейбусы,трамваи,грузовые автомобили,,3,geography,МЭ ВсОШ 2013-2014 9 класс,industry,1,False,0,0,
7139,"Скорость, с которой Земля движется по орбите вокруг Солнца, равна",30 км/с,30 км/ч,200 км/ч,50 км/с,,0,geography,МЭ ВсОШ 2014-2015 8 класс,earth_as_a_planet,1,False,0,0,
7140,"Какому расстоянию на местности соответствует участок: 2,5 см в масштабе 1:500000?",10 км,"12,5 км",125 км,"1,25 км",,1,geography,МЭ ВсОШ 2014-2015 8 класс,topography_and_cartography,1,False,0,0,
7141,Какой географический объект на географических картах обозначается знаком движения?,полезные ископаемые,морские течения,трубопроводы,населённые пункты,,1,geography,МЭ ВсОШ 2014-2015 8 класс,topography_and_cartography,1,False,0,0,
7142,Какова доля массы мантии от всей массы Земли?,0.3,0.5,0.7,0.9,,2,geography,МЭ ВсОШ 2014-2015 8 класс,geology_and_geomorphology,1,False,0,0,
7143,"Литосферная плита, расположенная между Тихоокеанской и Южно-Американской, называется",Индо-Австралийская,Африканская,Аравийская,Наска,,3,geography,МЭ ВсОШ 2014-2015 8 класс,geology_and_geomorphology,1,False,0,0,
7144,"Острова, на которых расположены вулканы Мауна-Лоа и Килауэа, –",Японские,Гавайские,Курильские,Галапагос,,1,geography,МЭ ВсОШ 2014-2015 8 класс,phys_geo_objects_world,1,False,0,0,
7145,В каком городе России действует Вулканологический Институт Геологии и Геохимии Российской академии наук?,Москва,Петропавловск-Камчатский,Санкт-Петербург,Иркутск,,1,geography,МЭ ВсОШ 2014-2015 8 класс,russian_regions,1,False,0,0,
7146,"Укажите верную пару, в которой обе формы рельефа образовались благодаря одному фактору рельефообразования.",речные долины и балки,карьеры и моренные холмы,пещеры и овраги,барханы и камы,,0,geography,МЭ ВсОШ 2014-2015 8 класс,geology_and_geomorphology,1,False,0,0,
7147,Где расположена граница континентальной и океанической земной коры?,в океанических желобах,на шельфе,у подножия материкового склона,в срединно-океаническом хребте,,2,geography,МЭ ВсОШ 2014-2015 8 класс,geology_and_geomorphology,1,False,0,0,
7148,Самый холодный месяц Южного полушария –,июль,март,январь,октябрь,,0,geography,МЭ ВсОШ 2014-2015 8 класс,meteorology_and_climatology,1,False,0,0,
7149,"Чему равно нормальное атмосферное давление в районе города Москвы, если за абсолютную высоту Москвы примем 120 м?",760 мм рт. ст.,"748,5 мм рт. ст",772 мм рт. ст.,740 мм рт. ст.,,1,geography,МЭ ВсОШ 2014-2015 8 класс,meteorology_and_climatology,1,False,0,0,
7150,"Какими свойствами характеризуется воздушные массы, формирующиеся над сушей в тропических широтах?",сухие и жаркие,влажные и жаркие,сухие и относительно холодные,влажные и холодные,,0,geography,МЭ ВсОШ 2014-2015 8 класс,meteorology_and_climatology,1,False,0,0,
7151,Какие острова располагаются в самом теплом океане Земли?,"Командорские, Японские, Филиппинские, Галапагос","Мадагаскар, Шри-Ланка, Занзибар, Кергелен","Фолклендские, Бермудские, Багамские, Канарские","Новая Земля, Северная Земля, Земля Франца Иосифа, Врангеля",,0,geography,МЭ ВсОШ 2014-2015 8 класс,hydrology_and_oceanology,1,False,0,0,
7152,"Самое соленое море, омывающее берега России, –",Черное море,Азовское море,Балтийское море,Японское море,,3,geography,МЭ ВсОШ 2014-2015 8 класс,hydrology_and_oceanology,1,False,0,0,
7153,Какая горная порода является водопроницаемой?,мергель,доломит,гранит,галечник,,3,geography,МЭ ВсОШ 2014-2015 8 класс,hydrology_and_oceanology,1,False,0,0,
7154,Лов какой рыбы ведется в умеренных широтах?,лосось,анчоус,тунец,макрель,,0,geography,МЭ ВсОШ 2014-2015 8 класс,hydrology_and_oceanology,1,False,0,0,
7155,"Про какой лес Земли можно сказать следующее: «здесь легче найти десять стволов разных видов деревьев, чем десять стволов одного и того же вида»?",широколиственный лес умеренного пояса,тайга,влажный экваториальный лес,смешанный лес умеренного пояса,,2,geography,МЭ ВсОШ 2014-2015 8 класс,natural_zonation,1,False,0,0,
7156,В какой стране официальным языком является португальский?,Канада,Индия,Индонезия,Бразилия,,3,geography,МЭ ВсОШ 2014-2015 8 класс,demography,1,False,0,0,
7157,"Японский остров, с которым граничит Россия по Кунаширскому проливу, –",Хоккайдо,Хонсю,Сикоку,Кюсю,,0,geography,МЭ ВсОШ 2014-2015 8 класс,phys_geo_objects_world,1,False,0,0,
7158,Наиболее молодой из перечисленных период в развитии Земли –,пермский,ордовикский,юрский,силурский,,2,geography,МЭ ВсОШ 2014-2015 8 класс,geology_and_geomorphology,1,False,0,0,
7159,"Выберите территорию, где продолжительность светового дня в течение суток будет наибольшей",остров Мадагаскар,остров Хоккайдо,остров Исландия,остров Элсмир,,3,geography,МЭ ВсОШ 2020-2021 7 класс,earth_as_a_planet,1,False,0,0,
7160,Выберите правильное соответствие: путешественник – его открытие.,Джеймс Кук – Филиппинские острова,Давид Ливингстон – водопад Виктория,Бартоломеу Диаш – мыс Рас-Хафун,Фернан Магеллан – мыс Горн,,1,geography,МЭ ВсОШ 2020-2021 7 класс,geo_history_discovery,1,False,0,0,
7161,"Выберите название метеорологического прибора, который измеряет солнечную радиацию",актинометр,флюгер,гелиограф,гигрометр,,0,geography,МЭ ВсОШ 2020-2021 7 класс,meteorology_and_climatology,1,False,0,0,
7162,Выберите верное утверждение.,Гора Денали – высочайшая вершина Нового Света.,"С глубиной температура в земной коре повышается: каждые 100 м на 0,6 С",На острове Тасмания земная кора материкового типа.,В зоне срединно-океанического хребта происходят столкновения литосферных плит,,2,geography,МЭ ВсОШ 2020-2021 7 класс,geology_and_geomorphology,1,False,0,0,
7163,"Выберите вариант, где все указанные реки протекают с севера на юг.","Ориноко, Инд, Миссисип","Волга, Нил, Муррей","Меконг, Парана, Днепр","Замбези, Евфрат, Юкон",,2,geography,МЭ ВсОШ 2020-2021 7 класс,hydrology_and_oceanology,1,False,0,0,
7164,Выберите верное утверждение.,Самый солёный залив Мирового океана – Бенгальский.,В Северном Ледовитом океане доля шельфа в строении дна – наибольшая,У западных берегов материков в тропическом поясе проходят тёплые течения.,"Температура воды у берегов острова Ньюфаундленд выше, чем у берегов Великобритании.",,1,geography,МЭ ВсОШ 2020-2021 7 класс,hydrology_and_oceanology,1,False,0,0,
7165,Выберите верное утверждение.,Пассаты северного полушария имеют северо-западное направление.,Максимальные температуры воздуха зафиксированы в экваториальном климатическом поясе.,Наибольшее количество осадков выпадает на склонах массива Шиллонг.,Наибольшей силы достигают ветры в Сахаре.,,2,geography,МЭ ВсОШ 2020-2021 7 класс,meteorology_and_climatology,1,False,0,0,
7166,"Выберите вариант, где указанные животные могут встретиться в естественной среде обитания.",капибара и тапир,зебра и тигр,бизон и жираф,кенгуру и ленивец,,0,geography,МЭ ВсОШ 2020-2021 7 класс,natural_zonation,1,False,0,0,
7167,"Выберите из списка название народа, жизнь которого связана с разведением северных оленей.",туареги,араваки,персы,ненцы,,3,geography,МЭ ВсОШ 2020-2021 7 класс,demography,1,False,0,0,
7168,"Выберите вариант, где указанные географические объекты будут относиться к одному типу","Мауна-Лоа, Килауэа, Косцюшко, Намиб","Ньяса, Гурон, Эйр, Титикака","Ганг, Балхаш, Дарлинг, Маккензи","Ява, Тайвань, Юкатан, Сахалин",,1,geography,МЭ ВсОШ 2020-2021 7 класс,phys_geo_objects_world,1,False,0,0,
7169,"Укажите, в каком из городов будет наблюдаться наибольшая высота солнца в полдень 21 марта.",Париж,Каир,Панама,Рио-де-Жанейро,,2,geography,МЭ ВсОШ 2020-2021 8 класс,earth_as_a_planet,1,False,0,0,
7170,Выберите правильное соответствие: путешественник – открытый им объект.,Фернан Магеллан – остров Новая Гвинея,Витус Беринг – острова Земля Франца Иосифа,Абель Тасман – острова Новая Зеландия,Васко да Гама – остров Шри-Ланка,,2,geography,МЭ ВсОШ 2020-2021 8 класс,geo_history_discovery,1,False,0,0,
7171,"Выберите науку, объектом изучения которой являются многолетняя мерзлота, бугры пучения, гидролакколиты.",гидрология,криолитология,гляциология,геоморфология,,1,geography,МЭ ВсОШ 2020-2021 8 класс,geo_as_science,1,False,0,0,
7172,Выберите верное соответствие: географический объект – страна расположения.,Восточно-Африканское плоскогорье – Нигерия,горы Атлас – Египет,водопад Виктория – Танзания,Калахари – Ботсвана,,3,geography,МЭ ВсОШ 2020-2021 8 класс,phys_geo_objects_world,1,False,0,0,
7173,Выберите верное утверждение об Австралии.,Высшей точкой материка является потухший вулкан Косцюшко.,Осадки на полуострове Арнемленд выпадают преимущественно летом южного полушария.,Большая часть материка относится к бассейну Тихого океана.,Природная зона жестколистных вечнозелёных лесов и кустарников расположилась на восточных склонах Большого Водораздельного хребта.,,1,geography,МЭ ВсОШ 2020-2021 8 класс,natural_zonation,1,False,0,0,
7174,Выберите верное утверждение о Южной Америке.,Древняя платформа занимает западную часть материка.,Мыс Кабу-Бранку располагается дальше от экватора по сравнению с мысом Гальинас.,"Юго-западные склоны Анд получают больше осадков, чем Лаплатская низменность.",Крупнейшим левым притоком Параны является река Парагвай.,,2,geography,МЭ ВсОШ 2020-2021 8 класс,natural_zonation,1,False,0,0,
7175,Выберите верное утверждение о Северной Америке.,"Крайней северной точкой материка является мыс Барроу, расположенный на берегу моря Бофорта.","Великие Американские озёра, как и Каспийское море, являются остатками древнего океана Тетис.",Природная зона степей и лесостепей вытянута на материке с запада на восток вдоль 40 с.ш.,Одними из самых молодых горных сооружений материка являются Береговые хребты.,,3,geography,МЭ ВсОШ 2020-2021 8 класс,natural_zonation,1,False,0,0,
7176,Выберите верное утверждение о Евразии.,Территория материка располагает самым большим по площади бассейном внутреннего стока.,"Южные районы материка: Аравийский полуостров, Индостан и Индокитай располагаются в тропическом климатическом поясе.","Самые высокие температуры зафиксированы в западных районах Китая, в пустыне Гоби.","В субтропическом поясе на восточном побережье Китая максимум осадков выпадает в то же время, что и на Пиренейском полуострове.",,0,geography,МЭ ВсОШ 2020-2021 8 класс,natural_zonation,1,False,0,0,
7177,"Выберите вариант, где составные части океана перечислены с ошибкой.","залив Карпентария, Красное море, Мозамбикский пролив","Ионическое море, залив Ла-Плата, пролив Па-де-Кале","Гудзонов залив, Северное море, пролив Вилькицкого","Сиамский залив, Коралловое море, пролив Лаперуза",,2,geography,МЭ ВсОШ 2020-2021 8 класс,phys_geo_objects_world,1,False,0,0,
7178,"В каком направлении нужно начинать движение, чтобы попасть из Москвы в Вашингтон по кратчайшему расстоянию?",в северо-западном,в западном,в юго-западном,в северном,,0,geography,МЭ ВсОШ 2020-2021 8 класс,earth_as_a_planet,1,False,0,0,
7179,Первое русское кругосветное путешествие совершил (-и),Крузенштерн и Лисянский,Беллинсгаузен и Лазарев,Коцебу,Головнин,,0,geography,МЭ ВсОШ 2014-2015 9 класс,geo_history_discovery,1,False,0,0,
7180,"Дальше всего от центра Земли будет располагаться объект, находящийся",на дне Марианской впадины,на Северном полюсе,на Южном полюсе,на экваторе в Амазонской низменности,,3,geography,МЭ ВсОШ 2014-2015 9 класс,earth_as_a_planet,1,False,0,0,
7181,На карте какого масштаба отрезок в 1 км будет самым коротким?,1:1000,1: 25000,1:200000,1:500,,2,geography,МЭ ВсОШ 2014-2015 9 класс,topography_and_cartography,1,False,0,0,
7182,Какая из горных пород является метаморфической?,базальт,сланец,гранит,известняк,,1,geography,МЭ ВсОШ 2014-2015 9 класс,geology_and_geomorphology,1,False,0,0,
7183,"Какая характеристика относится к материку, обладающему следующими особенностями: самый засушливый, самый высокий процент эндемизма?",наличие максимального набора природных зон,максимальный перепад высот,отсутствие современного вулканизма,наличие крупнейшей пустыни мира,,2,geography,МЭ ВсОШ 2014-2015 9 класс,earth_as_a_planet,1,False,0,0,
7184,В каком ряду все географические объекты находятся на самом влажном материке?,"вдп. Игуасу, м. Париньяс, влк. Котопахи, оз. Маракайбо","р. Конго, м. Рас-Хафун, влк. Камерун, оз. Ньяса","г. Митчелл, м. Марьято, р. Маккензи, оз. Гурон","м. Рока, оз. Балатон, г. Эльбрус, р. Меконг",,0,geography,МЭ ВсОШ 2014-2015 9 класс,phys_geo_objects_world,1,False,0,0,
7185,"Какое растение будет произрастать на материке, на котором обитают следующие животные: карибу, барибал, скунс, бизон?",кебрачо,эвкалипт,вельвичия,секвойя,,3,geography,МЭ ВсОШ 2014-2015 9 класс,natural_zonation,1,False,0,0,
7186,"Выберите вариант, где правильно указаны южные соседи России.","Грузия, Армения, Казахстан, Китай","Абхазия, Азербайджан, Монголия, Казахстан","Южная Осетия, Грузия, Узбекистан, Казахстан","Китай, Монголия, Казахстан, Туркменистан",,1,geography,МЭ ВсОШ 2014-2015 9 класс,political_map,1,False,0,0,
7187,Выберите правильное сочетание: складчатость – горный массив.,Герцинская складчатость – Верхоянский хребет,Каледонская складчатость – Западный Саян,Мезозойская складчатость – Уральские горы,Альпийская складчатость – Сихотэ-Алинь,,1,geography,МЭ ВсОШ 2014-2015 9 класс,geology_and_geomorphology,1,False,0,0,
7188,"Выберите равнину, на которой наиболее активно будут происходить эрозионные процессы.",Прикаспийская,Яно-Индигирская,Среднерусская,Северо-Сибирская,,2,geography,МЭ ВсОШ 2014-2015 9 класс,geology_and_geomorphology,1,False,0,0,
7189,Сколько государств - членов НАТО граничит с Россией?,6,5,4,3,,0,geography,МЭ ВсОШ 2014-2015 9 класс,political_map,1,False,0,0,
7190,"Укажите город, в котором наблюдаются наименьшие годовые амплитуды температур.",Москва,Омск,Владивосток,Калининград,,3,geography,МЭ ВсОШ 2014-2015 9 класс,meteorology_and_climatology,1,False,0,0,
7191,Наименьшее количество солнечной радиации летом получает территория,Ростовской области,республики Карелия,Московской области,Ленинградской области,,1,geography,МЭ ВсОШ 2014-2015 9 класс,meteorology_and_climatology,1,False,0,0,
7192,"Выберите вариант, где названы только реки, относящиеся к бассейну самого солёного океана Земли","Кубань, Дон, Западная Двина, Нева","Енисей, Лена, Печора, Колыма","Анадырь, Амур, Уссури, Камчатка","Тигр, Инд, Ганг, Брахмапутра",,0,geography,МЭ ВсОШ 2014-2015 9 класс,hydrology_and_oceanology,1,False,0,0,
7193,Выберите правильное сочетание: тип почв – природная зона.,глеевые – полупустыни,чернозёмы – широколиственные леса,дерново-подзолистые – смешанные леса,серые лесные – тайга,,2,geography,МЭ ВсОШ 2014-2015 9 класс,natural_zonation,1,False,0,0,
7194,Выберите из перечисленных заповедников самый северный.,Астраханский,Баргузинский,Кивач,Лапландский,,3,geography,МЭ ВсОШ 2014-2015 9 класс,ecology_unesco_tourism,1,False,0,0,
7195,Выберите территории России с максимальной естественной убылью населения,республики Северного Кавказа,республики Юга Сибири,области Северо-Запада России,края и области Дальнего Востока,,2,geography,МЭ ВсОШ 2014-2015 9 класс,demography,1,False,0,0,
7196,Выберите правильное сочетание: народ – языковая семья – религия.,осетины – индоевропейская – православие,карачаевцы – северокавказская – ислам,кабардинцы – алтайская – ислам,башкиры – уральско-юкагирская – ислам,,0,geography,МЭ ВсОШ 2014-2015 9 класс,demography,1,False,0,0,
7197,Максимальные площади посевов среди технических культур занимает,лён,сахарная свёкла,подсолнечник,картофель,,2,geography,МЭ ВсОШ 2014-2015 9 класс,agriculture,1,False,0,0,
7198,"Выберите вариант, где перечислены изделия народных промыслов Подмосковья","Гжельская керамика, Федоскинская миниатюра, Жостовская роспись","Палехская роспись, Вологодские кружева, Дымковская игрушка","Филимоновская игрушка, Хохломская роспись, Ростовская финифть","Каргопольская игрушка, Павловопосадские шали, Городецкая роспись",,0,geography,МЭ ВсОШ 2014-2015 9 класс,russian_regions,1,False,0,0,
7199,"В каком городе в день написания олимпиады, 3 декабря, в полдень высота солнца над горизонтом будет наибольшая?",Нью-Дели,Москва,Пекин,Токио,,0,geography,МЭ ВсОШ 2021-2022 7 класс,earth_as_a_planet,1,False,0,0,
7200,"Этот пират совершил кругосветное путешествие и был встречен в своей стране как герой. Но пустился он в такое опасное плавание вовсе не по своей воле, а убегая от испанского возмездия за свои грабежи. В честь него назвали пролив, соединяющий Тихий и Атлантический океаны. О ком идёт речь?",Фернан Магеллан,Джеймс Кук,Эрнан Кортес,Фрэнсис Дрейк,,3,geography,МЭ ВсОШ 2021-2022 7 класс,geo_history_discovery,1,False,0,0,
7201,Какие приборы в своей деятельности использует картограф?,гелиограф и барометр,сейсмограф и геологический компас,эхолот и психрометр,нивелир и теодолит,,3,geography,МЭ ВсОШ 2021-2022 7 класс,topography_and_cartography,1,False,0,0,
7202,Выберите верное утверждение.,Кавказские горы сформировались в эпоху герцинской складчатости.,В зоне спрединга формируются цепочки вулканических островов.,В результате коллизии Индостанской и Евразийской плит сформировались Гималаи.,Цунами достигают наибольшей высоты в эпицентре подводного землетрясения.,,2,geography,МЭ ВсОШ 2021-2022 7 класс,geology_and_geomorphology,1,False,0,0,
7203,"Выберите вариант, где все перечисленные реки относятся к бассейну внутреннего стока.","Северная Двина, Обь, Енисей, Лена","Окаванго, Волга, Терек, Амударья","Меконг, Ганг, Брахмапутра, Иравади","Купер-Крик, Дарлинг, Муррей, Дайамантина",,1,geography,МЭ ВсОШ 2021-2022 7 класс,hydrology_and_oceanology,1,False,0,0,
7204,"Выберите вариант, где все перечисленные моря и заливы относятся к одному океану.","Эгейское море, Гвинейский залив, Балтийское море, Северное море","Баренцево море, море Амундсена, море Лабрадор, море Баффина","Аравийское море, Южно-Китайское море, Красное море, Персидский залив","Японское море, Охотское море, Берингово море, Большой Австралийский залив",,0,geography,МЭ ВсОШ 2021-2022 7 класс,hydrology_and_oceanology,1,False,0,0,
7205,На восточном побережье Индостана образуется зона переменно-влажных лесов. Какое метеорологическое явление способствует их формированию?,пассаты,муссоны,Эль-Ниньо,тайфуны,,1,geography,МЭ ВсОШ 2021-2022 7 класс,meteorology_and_climatology,1,False,0,0,
7206,"Выберите животных, которых Вы можете встретить в путешествии по Южной Африке.",эму и барибал,сурикат и пингвины,казуар и бородавочник,жираф и капибара,,1,geography,МЭ ВсОШ 2021-2022 7 класс,natural_zonation,1,False,0,0,
7207,Выберите правильное утверждение о народах мира.,"Туареги и берберы – народы, населяющие Аравийский полуостров.",Пигмеи – низкорослый народ в экваториальных лесах Амазонии.,"Нивхи, кеты и юкагиры относятся к коренным малочисленным народам России.",Индейцы – группа коренных народов полуострова Индостан.,,2,geography,МЭ ВсОШ 2021-2022 7 класс,demography,1,False,0,0,
7208,"Выберите вариант, где перечислены однотипные объекты.","Парана, Меконг, Ньяса, Хуанхэ","Мёртвое море, Гурон, Байкал, Эйр","Эльбрус, Аппалачи, Аконкагуа, Гекла","Суматра, Калимантан, Индостан, Бали",,1,geography,МЭ ВсОШ 2021-2022 7 класс,phys_geo_objects_world,1,False,0,0,
7209,"Выберите объект, в котором сила тяжести будет наибольшая.",мыс Флигели,Балтийская коса,остров Кунашир,гора Белуха,,0,geography,МЭ ВсОШ 2021-2022 8 класс,earth_as_a_planet,1,False,0,0,
7210,"Эта экспедиция, организованная в XVIII веке, имеет несколько названий, в которых отражена значимость исследований, проведённых семью отрядами, шесть из которых были морскими и один – сухопутный. В честь участников экспедиции было названо множество географических объектов на карте России. Кто был главным командиром этой экспедиции?",С. Дежнёв,В. Беринг,И. Крузенштерн,Е. Хабаров,,1,geography,МЭ ВсОШ 2021-2022 8 класс,geo_history_discovery,1,False,0,0,
7211,"Барическая ложбина, точка росы, вили-вили – это термины науки.",гидрология,геоморфология,метеорология,гляциология,,2,geography,МЭ ВсОШ 2021-2022 8 класс,geo_as_science,1,False,0,0,
7212,Выберите правильное соответствие: объект – страна расположения.,водопад Анхель – Аргентина,залив Ла-Плата – Парагвай,озеро Маракайбо – Венесуэла,гора Рорайма – Боливия,,2,geography,МЭ ВсОШ 2021-2022 8 класс,phys_geo_objects_world,1,False,0,0,
7213,Выберите верное утверждение об Антарктиде.,Наивысшая точка континента расположена вблизи Южного полюса.,На материке отсутствуют сухопутные млекопитающие.,Максимальная мощность ледникового щита над Антарктидой – 1000 м.,В центре материка образуется область стабильно низкого давления.,,1,geography,МЭ ВсОШ 2021-2022 8 класс,natural_zonation,1,False,0,0,
7214,В каком из высказываний речь идёт об Африке?,На этом материке нет действующих вулканов.,На этом материке проживают самые низкорослые люди в мире,На этом материке расположена самая полноводная река в мире.,На этом материке находится самая глубокая впадина на суше (относительно уровня моря).,,1,geography,МЭ ВсОШ 2021-2022 8 класс,natural_zonation,1,False,0,0,
7215,"Какую страну Вы выберите для путешествия, если хотите увидеть вулканы, гейзеры, водопады, ледники и океан вблизи друг от друга?",Ирландия,Кения,Норвегия,Исландия,,3,geography,МЭ ВсОШ 2021-2022 8 класс,ecology_unesco_tourism,1,False,0,0,
7216,"Выберите вариант, где верно перечислены европейские страны, граничащие с Россией.","Латвия, Польша, Чехия, Турция","Латвия, Литва, Эстония, Белоруссия","Финляндия, Швеция, Норвегия, Эстония","Белоруссия, Грузия, Азербайджан, Казахстан",,1,geography,МЭ ВсОШ 2021-2022 8 класс,political_map,1,False,0,0,
7217,"Выберите вариант, где перечислены города, жители которых одновременно встречают Новый год.","Калининград, Волгоград, Ульяновск, Саратов","Москва, Санкт-Петербург, Екатеринбург, Челябинск","Петропавловск-Камчатский, Владивосток, Благовещенск, Хабаровск","Нижний Новгород, Мурманск, Петрозаводск, Краснодар",,3,geography,МЭ ВсОШ 2021-2022 8 класс,earth_as_a_planet,1,False,0,0,
7218,"Выберите вариант, в котором перечислены однотипные объекты.","Рудольфа, Баренцево, Берингов, Лаперуза","Кунашир, Сахалин, Врангеля, Таймыр","Баскунчак, Чаны, Каспийское, Эльтон","Северные Увалы, Урал, Ямал, Общий Сырт",,2,geography,МЭ ВсОШ 2021-2022 8 класс,phys_geo_objects_russia,1,False,0,0,
7219,"Объектами изучения какой науки являются субдукция, коллизия, спрединг?",биогеография,гидрология,тектоника,метеорология,,2,geography,МЭ ВсОШ 2022-2023 7 класс,geo_as_science,1,False,0,0,
7220,"Поверхность какого острова, находящаяся на уровне моря, будет располагаться дальше всего от центра Земли?",о. Калимантан,о. Гренландия,о. Девон,о. Сахалин,,0,geography,МЭ ВсОШ 2022-2023 7 класс,earth_as_a_planet,1,False,0,0,
7221,Кто из перечисленных путешественников первым вышел к берегам Охотского моря и основал первый русский порт на его берегах?,Витус Беринг,Василий Поярков,Ерофей Хабаров,Иван Москвитин,,3,geography,МЭ ВсОШ 2022-2023 7 класс,geo_history_discovery,1,False,0,0,
7222,"На карте полушарий масштаба 1:25 000 000 расстояние между городами, расположенными на одной долготе, равнялось 8°. Чему равно расстояние между городами в километрах?",890 км,2000 км,2220 км,3270 км,,0,geography,МЭ ВсОШ 2022-2023 7 класс,topography_and_cartography,1,False,0,0,
7223,Выберите верное утверждение.,Индия имеет выход к берегам самого глубокого океана на Земле.,Побережье Бразилии омывается холодным течением.,Россия имеет выход к берегам самого маленького по площади океана.,"Австралия омывается водами океана, в котором расположено «море без берегов».",,2,geography,МЭ ВсОШ 2022-2023 7 класс,phys_geo_objects_world,1,False,0,0,
7224,Какие осадочные горные породы имеют химическое происхождение?,"гипс, доломит","уголь, глина","мел, галька","песок, щебень",,0,geography,МЭ ВсОШ 2022-2023 7 класс,geology_and_geomorphology,1,False,0,0,
7225,Выберите верное утверждение о литосферных плитах.,Разлом Сан-Андреас расположен на границе Северо-Американской и Южно-Американской плиты.,Тихоокеанское огненное кольцо частично расположено на территории Филиппинской плиты.,Индо-Австралийская плита не имеет общей границы с Африканской плитой.,На границе плиты Наска и плиты Кокос расположена Великая рифтовая долина.,,1,geography,МЭ ВсОШ 2022-2023 7 класс,geology_and_geomorphology,1,False,0,0,
7226,"Выберите вариант, в котором перечислены горы, относящиеся к кайнозойской складчатости.","Альпы, Уральские горы, Алтай","Карпаты, Динарские горы, Аппалачи","Кавказ, Скандинавские горы, Пиренеи","Крымские горы, Атлас, Памир",,3,geography,МЭ ВсОШ 2022-2023 7 класс,geology_and_geomorphology,1,False,0,0,
