question_id,ask_text,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
1121,"Если ставка по ипотечному кредиту в рублях равна 20% годовых, а по ипотечному кредиту в долларах –– 3% годовых, то рациональный потребитель предпочтёт кредит в долларах.",0,economics,SIB,finance,1,0,0,0,
1122,Покупка акций является примером портфельных инвестиций.,1,economics,REG,finance,1,0,0,0,
1123,Уставный капитал ОАО равен номинальной стоимости выпущенных акций.,1,economics,SIB,finance,1,0,0,0,
1124,"Если вы даёте деньги в долг под проценты и назначаете процентную ставку так, чтобы в будущем на возвращенную сумму можно было бы купить столько же товаров и услуг, как сейчас, то вы назначите ставку процента тем ниже, чем выше инфляцию ожидаете.",0,economics,MUN,finance,1,0,0,0,
1125,"Если после длительного подъёма фондового рынка цены на акции начинают падать, то потребители в ответ на данный факт должны снижать свои потребительские расходы.",0,economics,VP,more about macroeconomics,1,0,0,0,
1126,"Если сальдо государственного бюджета положительное, то государство выступает заёмщиком на финансовом рынке, либо прибегает к эмиссии денежных средств.",0,economics,ZAKL,more about macroeconomics,1,0,0,0,
1127,"Если положительный темп прироста цен в годовом исчислении сочетается с отрицательным приростом реального ВВП (также в годовом исчислении), то это произошло в результате спада, обусловленного сокращением совокупного спроса.",0,economics,REG,more about macroeconomics,1,0,0,0,
1128,"Если ВВП некоторой страны постоянно находится на потенциальном уровне, то для такой страны невозможно рассчитать значение коэффициента Оукена.",1,economics,ZAKL,more about macroeconomics,1,0,0,0,
1129,"Инфляция, вызываемая ростом государственных расходов на оборону, является примером инфляции издержек.",0,economics,REG,more about macroeconomics,1,0,0,0,
1130,"Факторы, вызывающие экономический рост, увеличивают и равновесный уровень производства, и уровень производства, соответствующий полной занятости.",1,economics,ZAKL,more about macroeconomics,1,0,0,0,
1131,Ожидание будущего реального укрепления рубля должно стимулировать приток иностранных инвестиций в российскую экономику.,1,economics,SIB,more about macroeconomics,1,0,0,0,
1132,"Предельная склонность к сбережению показывает долю располагаемого дохода, которую домохозяйства направляют на сбережение.",0,economics,MUN,more about macroeconomics,1,0,0,0,
1133,Вложение наличных денег в банк означает перевод их в более ликвидную форму.,0,economics,SIB,more about macroeconomics,1,0,0,0,
1134,"Если про некоторую экономику известно, что произошло уменьшение общего уровня цен, то можно утверждать, что уровень реального ВВП увеличился.",0,economics,ZAKL,more about macroeconomics,1,0,0,0,
1135,Снижение уровня цен сокращает спрос на деньги и повышает процентную ставку.,0,economics,ZAKL,more about macroeconomics,1,0,0,0,
1136,В условиях дефляции отсутствуют издержки «меню».,0,economics,MOSH,more about macroeconomics,1,0,0,0,
1137,"Макроэкономическая политика, направленная на поддержание постоянного уровня цен будет скорее сдерживать, чем стимулировать экономический рост.",1,economics,MOSH,more about macroeconomics,1,0,0,0,
1138,"В классической макроэкономической модели предполагается, что реальные цены экономических благ неизменны.",1,economics,MUN,more about macroeconomics,1,0,0,0,
1139,Для политики протекционизма характерны высокие импортные квоты.,0,economics,MUN,more about macroeconomics,1,0,0,0,
1140,"Средства, включенные в агрегат МО, являются наиболее ликвидными, но наименее доходными.",1,economics,ZAKL,rare questions of macroeconomics,1,0,0,0,
1141,Уровень инфляции является показателем типа «поток».,1,economics,MOSH,rare questions of macroeconomics,1,0,0,0,
1142,Наличные деньги обычно являются в развитых странах крупнейшим компонентом денежного агрегата М2.,0,economics,MOSH,rare questions of macroeconomics,1,0,0,0,
1143,"Свойством ликвидности обладают только активы, входящие в денежные агрегаты.",0,economics,MOSH,rare questions of macroeconomics,1,0,0,0,
1144,"Все элементы денежного агрегата М2 являются менее ликвидными, чем элементы денежного агрегата М1.",0,economics,MOSH,rare questions of macroeconomics,1,0,0,0,
1145,"Бартер является более эффективной формой обмена по сравнению с обменом, опосредуемым деньгами, поскольку в безденежной экономике отсутствует такое явление как инфляция.",0,economics,REG,rare questions of macroeconomics,1,0,0,0,
1146,"Было бы справедливо, если бы все граждане платили одинаковые налоги.",0,economics,REG,rare questions of macroeconomics,1,0,0,0,
1147,"Когда скупой рыцарь из «Маленьких трагедий» А.С. Пушкина сыплет очередную горсть золотых монет «в шестой сундук (в сундук еще неполный)», деньги выполняют функцию средства сохранения ценности.",1,economics,MUN,rare questions of macroeconomics,1,0,0,0,
1148,"Денежный агрегат М3 в большей мере отражает роль денег как средства сбережения, чем М2.",1,economics,SIB,rare questions of macroeconomics,1,0,0,0,
1149,"Наличность, включаемая в состав М1, состоит из монет и банкнот.",1,economics,SIB,rare questions of macroeconomics,1,0,0,0,
1150,Примером положительного внешнего эффекта от строительства морской резиденции Президента РФ в Стрельненском дворце можно считать увеличение госрасходов на строительство и обслуживание дворца.,0,economics,MUN,rare questions of macroeconomics,1,0,0,0,
1151,Наличная иностранная валюта включается в денежный агрегат М3.,0,economics,REG,rare questions of macroeconomics,1,0,0,0,
1152,"Вся нефть и весь газ, добытые в России в 2000 году, являются промежуточным продуктом.",0,economics,SIB,rare questions of macroeconomics,1,0,0,0,
1153,Карта экспресс - оплаты услуг мобильной связи является деньгами.,0,economics,SIB,rare questions of macroeconomics,1,0,0,0,
1154,Полное товарищество согласно Законодательству РФ имеет право выпускать облигации.,0,economics,SIB,rare questions of macroeconomics,1,0,0,0,
1155,Большинство макроэкономических переменных являются ациклическими.,0,economics,MOSH,rare questions of macroeconomics,1,0,0,0,
1156,"Большинство современных экономистов сходятся во мнении, что центральный банк должен согласовывать свои действия с правительством.",0,economics,REG,rare questions of macroeconomics,1,0,0,0,
1157,"Принятие строгих мер по защите интеллектуальной собственности в РФ, при прочих равных, стимулировало бы научные исследования в России.",1,economics,SIB,quality questions and logical fallacies,1,0,0,0,
1158,"Исследование тысячи фирм показало, что те из них, которые частично принадлежат иностранным инвесторам, склонны к инновациям больше, чем фирмы, в структуре владельцев которых иностранцев нет. Значит, государство, стремящееся добиться инновационного роста, должно способствовать росту прямых иностранных инвестиций в экономику.",0,economics,REG,quality questions and logical fallacies,1,0,0,0,
1159,"Исследование показало, что люди, которые едят «Иммунойогурт», в среднем реже болеют простудой, чем люди, которые не едят этот йогурт. Можно ли из этого сделать вывод, что потребление этого йогурта снижает риск заболеть простудой?",0,economics,REG,quality questions and logical fallacies,1,0,0,0,
1160,"Предположим, исследование миллиона человек показало, что люди, регулярно употреблявшие в течение жизни небольшое количество алкоголя, прожили в среднем дольше, чем те, кто вообще не употребляли алкоголь. Отсюда следует, что употребление алкоголя в небольших количествах продлевает жизнь.",0,economics,REG,quality questions and logical fallacies,1,0,0,0,
1161,"С ростом мировых цен на нефть, цена на российском рынке бензина, скорее всего, увеличится.",1,economics,MOSH,miscellaneous about economics,1,0,0,0,
1162,"Так как любая торговля приносит выгоды, то не существует различий между внутренней и внешней торговлей.",0,economics,VP,miscellaneous about economics,1,0,0,0,
1163,"Учебники, выдаваемые ученикам школой, являются свободным благом.",0,economics,REG,miscellaneous about economics,1,0,0,0,
1164,"Экономические санкции, вводимые страной А в отношении страны В, как правило, оказывают негативное влияние на обе страны.",1,economics,REG,miscellaneous about economics,1,0,0,0,
1165,Проблема неравенства распределения доходов не существует в командной экономике.,0,economics,MUN,miscellaneous about economics,1,0,0,0,
1166,"Проблему ограниченности ресурсов может решить каждое домохозяйство, если будет экономно расходовать свои средства.",0,economics,MUN,miscellaneous about economics,1,0,0,0,
1167,"Вводя в оборот выражение «невидимая рука», английский экономист А. Смит имел в виду, что экономикой руководит государство, но общество этого не осознает.",0,economics,ZAKL,miscellaneous about economics,1,0,0,0,
1168,Кривая Лаффера характеризует неравенство распределения доходов в обществе.,0,economics,ZAKL,miscellaneous about economics,1,0,0,0,
1169,Некоторые чистые общественные блага имеются в наличии в неограниченном количестве.,0,economics,ZAKL,miscellaneous about economics,1,0,0,0,
1170,"Уличные фонари и светофоры являются свободными благами, так как ими может «пользоваться» любой гражданин.",0,economics,ZAKL,miscellaneous about economics,1,0,0,0,
1171,"Все блага, производимые государством, являются общественными благами.",0,economics,REG,miscellaneous about economics,1,0,0,0,
1172,"Проблему ограниченности может решить каждый человек, если он экономно расходует свои средства.",0,economics,SIB,miscellaneous about economics,1,0,0,0,
1173,"Интернализацня положительных внешних эффектов всегда приводит к росту цены товара, по которой потребители его приобретают.",0,economics,ZAKL,miscellaneous about economics,1,0,0,0,
1174,"Эффект богатства - неценовой фактор, определяющий изменения совокупного спроса.",0,economics,MUN,miscellaneous about economics,1,0,0,0,
1175,"В развитых странах мира инфляция, как правило, отсутствует.",0,economics,MUN,economic facts questions,1,0,0,0,
1176,"The Emperor Claudius led the Romans on a successful
invasion of Britain, resulting in a period of Roman rule
lasting for almost 40 years.",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1177,"Joan of Arc, a Briton of the Iceni tribe, led an
unsuccessful rebellion against the Roman occupation",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1178,The Emperor Hadrian built a wall (which can still be seen) in the north of the country to protect Britain from the Celts in (what is now) Scotland,1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1179,"Jutes, Angles and Saxons from Denmark and North Germany began invading the country",1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1180,Edward the Confessor united the Saxons and defeated the Danish and Viking armies,0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1181,"William, the Duke of Normandy in France, led the last successful invasion of Britain and defeated the Saxon King Harold at the Battle of Hastings in 1666",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1182,The Domesday Book (the first ever census of property values) was compiled and written,1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1183,"The first charter of rights, called Magna Carta, was signed by King George after he was forced to do so by the great barons. This effectively showed that the power of the King was not absolute",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1184,"Geoffrey Chaucer wrote his literary masterpiece, The Canterbury Tales",1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1185,William Caxton started using Britain's first printing press (introduced from Germany),1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1186,"King Henry V won the Battle of Bosworth, which ended the Wars of the Roses and established the Tudor dynasty. The Tudors ruled England for 118 years and introduced some of the most profound changes to the country",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1187,"King Henry VII broke from the Church of Rome and, in a period known as the Reformation, established the Church of England",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1188,"Elizabeth, Henry's daughter by one of his marriages, became Queen when her half-sister Queen Mary died childless. During her reign, art and literature flourished. ",1,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1189,"The Spanish Armada, a fleet of ships sent to conquer
England and restore the Catholic faith in 1688, was
defeated",0,english,Check Your English Vocabulary for Living in the UKI,Country Studies,1,0,0,0,
1190,"The Trail of Tears is the path that the Cherokees, forced to move 
away from their homes, travelled in the autumn 
and winter of 1838 to 1839 ",1,english,Key to Success,Country Studies,1,0,0,0,
1191,"John Bull is a figure who stands for the USA in literary 
and political satire",0,english,Key to Success,Country Studies,1,0,0,0,
1192,"The Great Gatsby is the novel which describes the rise and fall of the 
main character, who extravagantly lives from 
bootlegging. He loves a beautiful woman who is 
the cause of his downfall.",1,english,Key to Success,Country Studies,1,0,0,0,
1193," Prohibition is the period after WW2 in the US when 
the production and sale of alcoholic drinks was 
illegal",0,english,Key to Success,Country Studies,1,0,0,0,
1194,"Louisiana Purchase is the massive area of land bought from Ireland 
in 1803 which doubled the US size",0,english,Key to Success,Country Studies,1,0,0,0,
1195,"Pygmalion is a book which deals with a poor Welsh girl who 
is taught how to speak and behave like an upper 
class lady as a scientific experiment. ",0,english,Key to Success,Country Studies,1,0,0,0,
1196,"The Great Depression is the severe economic problem that followed 
the Wall Street Crash of 1929 and resulted in the 
failure of many banks and businesses",1,english,Key to Success,Country Studies,1,0,0,0,
1197,"Jackson Pollock is the artist who made his masterpieces by 
putting the painting on the floor and then walking 
around it, letting the paint drip from sticks",1,english,Key to Success,Country Studies,1,0,0,0,
1198,"The Ivy League is a group of eight old and respected universities 
in the UK",0,english,Key to Success,Country Studies,1,0,0,0,
1199,"Alfred Hitchcock is an English filmmaker of the 21st century 
who specialized in thrillers",0,english,Key to Success,Country Studies,1,0,0,0,
1200,The Forty-Niners is a nickname for the soldiers of WW2 in Britain ,0,english,Key to Success,Country Studies,1,0,0,0,
1201,Andrew Lloyd Webber's longest-running musical is Cats ,1,english,Key to Success,Country Studies,1,0,0,0,
1202,"The Oregon Trail is a US route used in the 19th century by 
pioneers travelling west in horse-drawn 
covered wagons to settle new lands. ",1,english,Key to Success,Country Studies,1,0,0,0,
1203,"The Grapes of Wrath is a novel about rich Midwestern farmers 
in the 1990s ",0,english,Key to Success,Country Studies,1,0,0,0,
1204,"Ernest Hemingway won the Nobel Prize Winner for Literature 
(1954)",1,english,Key to Success,Country Studies,1,0,0,0,
1205,Chaucer wrote in Gaelic,0,english,Key to Success,Country Studies,1,0,0,0,
1206,A. Lincoln was the 5th President of the USA,0,english,Key to Success,Country Studies,1,0,0,0,
1207,"A. Lincoln's idea of government was one “of the 
people, by the people, for the people”.",1,english,Key to Success,Country Studies,1,0,0,0,
1208,"Royal Ascot is one of the biggest horse-race meetings in 
the UK famous for its spectators wearing their 
best hats",1,english,Key to Success,Country Studies,1,0,0,0,
1209,"King George IV was criticized for his overeating and 
drinking, his gambling and for the way he 
treated his wife. ",1,english,Key to Success,Country Studies,1,0,0,0,
1210,"The Plymouth Plantation recreates one of the places where the 
Pilgrims lived when they arrived in Canada",0,english,Key to Success,Country Studies,1,0,0,0,
1211,"Wuthering Heights is a novel about the destructive and 
passionate love between two children, who 
grew up on the same farm.",1,english,Key to Success,Country Studies,1,0,0,0,
1212,"Georgian House is a well preserved example of a typical 
late 18th century town house with the original 
furniture and fittings",1,english,Key to Success,Country Studies,1,0,0,0,
1213,Martin Luther King won the Nobel Prize for Literature (1964),0,english,Key to Success,Country Studies,1,0,0,0,
1214,"King George VI became very popular with the British 
people during the Second World War",1,english,Key to Success,Country Studies,1,0,0,0,
1215," Francis Bacon wrote either in Latin or in Modern 
English.",1,english,Key to Success,Country Studies,1,0,0,0,
1216,"King Edward VIII's 11-month-reign was followed by his 
abdication in order to marry American divorcee 
Wallis Simpson.",1,english,Key to Success,Country Studies,1,0,0,0,
1217,"Andy Warhol became the leading figure in American Modernism. He is most famous for his dramatically large, sensual close-up of flowers which essentially made them into abstract works.",0,english,Key to Success,Country Studies,1,0,0,0,
1218,"Prince Albert's untimely death devastated Queen 
Victoria. A lasting memorial to him was open 
10 years after in Kensington Gardens",1,english,Key to Success,Country Studies,1,0,0,0,
1219,"The Ashmolean is a famous collection of ancient history 
and archaeology in Cambridge which also contains 
paintings, jewellery and historical documents ",0,english,Key to Success,Country Studies,1,0,0,0,
1220,"Fish and chips is a meal consisting of fish covered with 
batter (a mixture of flour and milk) and cooked 
in oil, served with long thin pieces of potato 
also cooked in oil",1,english,Key to Success,Country Studies,1,0,0,0,
1221,Pride and Prejudice is a work by Louisa May Alcott,0,english,Key to Success,Country Studies,1,0,0,0,
1222,"Pride and Prejudice is a novel which describes the everyday life of 
people in the upper-middle class circles and 
the only role of a woman of that class to find a 
rich husband",1,english,Key to Success,Country Studies,1,0,0,0,
1223," The Smithsonian a large group of different museums and 
scientific institutions in Washington, D.C.",1,english,Key to Success,Country Studies,1,0,0,0,
1224,"The Royal Pavilion is a building in an original and unusual 
oriental style built in Brighton for Henry IV ",0,english,Key to Success,Country Studies,1,0,0,0,
1225,"It took the sculptor and his son 14 years to 
finish Mount Rushmore in South 
Dakota.",1,english,Key to Success,Country Studies,1,0,0,0,
1226,"The Armada is an invasion that came after years of growing 
tension between England and France.",0,english,Key to Success,Country Studies,1,0,0,0,
1227,"Teddy bear is a soft toy in the shape of a bear called so in 
honor of a Prime Minister",0,english,Key to Success,Country Studies,1,0,0,0,
1228," The 14th century poet wrote a collection of 
stories told by a group of pilgrims on their way 
to the town titled The Canterbury Tales",1,english,Key to Success,Country Studies,1,0,0,0,
1229,The king and queen of England sponsored Christopher Columbus to sail west,0,english,Key to Success,Country Studies,1,0,0,0,
1230,"The Martian Chronicles is a novel which deals with the conflict between 
humans colonizing the red planet and the 
native creatures they encountered there",1,english,Key to Success,Country Studies,1,0,0,0,
1231,"Levi Strauss is an immigrant from Bavaria who first started 
selling cotton to gold miners",0,english,Key to Success,Country Studies,1,0,0,0,
1232,"I'm worried that a lack of suitable qualifications will hinder my search for a job.
Help someone or something, or make something easier. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1233," Research was going well, but there was a risk that cuts in funding would jeopardise the entire project. 
Risk damaging or destroying something important. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1234,"When you address a meeting, it is important to speak clearly, confidently and at a good pace. 
Write a letter to someone. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1235,"The villas were basically flimsy wooden huts that shook every time there was a bit of wind. 
Strong and well built or made. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1236,"Although several species of turtle can be found in relatively cool seas, warm water provides the
optimal conditions for breeding.
The best or most suitable within a range of possibilities. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1237,"It can be very difficult for immigrants to integrate into local society, especially if there are marked
cultural differences.
Meet people or make useful contacts. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1238,"From the outset of the expedition they knew they were going to have problems, so it was no
surprise when only two days later things started to go very wrong.
The end of something. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1239,He was a talented young film director whose unique and innovative style inspired generations of film students. Difficult to understand. Correct / Incorrect,1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1240,"The building is 200 metres tall and tapers gently to a point, giving it the appearance of a thin, glass pyramid. Gradually becomes wider towards one end. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1241,"There are one or two similarities between my country and the UK, but on the whole they are so disparate that it is difficult to find any common ground. Having many differences. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1242,"Most modern furniture is functional but not especially aesthetic, especially when compared with some of the beautiful and elegant designs of the past. Cheap but comfortable. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1243,"Shops know that they can attract more customers if they have a large array of colourful products
on display by or near the main entrance.
A large group of people or things. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1244,"The track has a coarse surface, providing better grip for bicycle tyres and making them less likely to skid on tight corners. Soft and smooth. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1245,"The idea of a tunnel under the sea was first propagated by engineers in the nineteenth century, but it was almost 200 years before it became a reality. Designed and built. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1246,"Everyone was in favour of making the city centre traffic free, but public opinion shifted when locals realised that vehicles would need to be diverted through residential areas. Changed or moved. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1247,"People like the new system, but because of the costs involved we do not believe it is viable, and we need to look for other options. Popular with people. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1248,"Some of Shakespeare’s plays are often attributed to other writers, although more recent research suggests that they were all his own work. Given to someone else as a gift, donation, etc. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1249,"Although the inventor had a patent for his new product, other companies rapidly began copying and selling it, and he was forced to take legal action against them. An award or prize. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1250,"Spiders usually trap their prey in webs, but others actively hunt for it. An animal that is caught and eaten by another animal. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1251,"Some illnesses are serious enough to require medical treatment, but for minor health problems, a visit to the doctor is usually not warranted. To be unable to do something. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1252," We need to come up with a radical solution to the problem of crime in our towns and cities, since
everything else seems to have failed.
New and very different from the usual way. Correct / Incorrect",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1253,"During the meeting, we made progress on peripheral issues, but unfortunately we failed to deal with the issues that had been causing us the most problems. The main or most important part of something. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1254,"I hate flying, and nothing could induce me to get on an aeroplane. Stop or prevent something. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1255,"There were several small problems with the original device, and it needed to be refined slightly before it could go on sale. Turned off and then on again. Correct / Incorrect",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1256,Is this statement positive? The idea of travelling around the world really appeals to me.,1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1257,"Is this statement positive? Research suggests that shoppers are attracted to brightly-lit, colourful displays",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1258,"Is this statement positive? I like him, but unfortunately he can’t stand me ",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1259,Is this statement positive? I can never understand why people are so captivated by royal weddings,1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1260,"Is this statement positive? A lot of people detest seafood, and some are even allergic to it",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1261,Is this statement positive? Bigoted people disgust me with their small-minded attitudes,0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1262,"Is this statement positive? He’s a very punctual person, and dreads being late for anything",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1263,Is this statement positive? My brother fancies spending some time working abroad,1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1264,"Is this statement positive? I’m fascinated by new technology, and spend a lot of money on the latest electronic gadgets. ",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1265,"Is this statement positive? She’s fond of classical music, and would like to be a classical pianist.",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1266,"Is this statement positive? A lot of people are keen on football, but it doesn’t interest me",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1267,"Is this statement positive? We were cold and wet, and longed for a hot drink.",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1268,"Is this statement positive? I don’t like early morning starts, and absolutely loathe having to get out of bed early. ",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1269,Is this statement positive? I always look forward to my English lessons.,1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1270,"Is this statement positive? I’m passionate about flying, but rarely get the chance to go anywhere by plane.",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1271,"Is this statement positive? She’s a vegetarian, and the thought of eating meat repels her",0,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1272,"Is this statement positive? Supermarkets know that customers who come in for essential items like milk and bread are often
tempted by special offers on other products.",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1273,"Is this statement positive? We had been working very hard, and were yearning for a holiday. ",1,english,Check Your English Vocabulary for IELTS,Use of English (Vocabulary),1,0,0,0,
1274, Texans fought against the Mexicans. ,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1275,Texas became a state in 1836.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1276,There were cowboys in Texas.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1277,Americans wanted to be part of Mexico,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1278,Alaska is bigger than Texas.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1279,Texas gives the United States all of its oil.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1280, Martin Luther King did not want to stop segregation. ,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1281," Martin Luther King, Jr., believed in peace. 
",1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1282,"In 1968, King got the Nobel Peace Prize. ",0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1283, Martin Luther King died when he was thirty-nine years old. ,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1284," Martin Luther King's famous speech begins, ""I had a dream."" ",0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1285," In 1963,  Martin Luther King was the leader of a civil rights march. ",1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1286,Lineo In was born in 1860.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1287,"People called Lincoln ""Honest Abe.""",1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1288,The Civil War started in 1860. ,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1289,Lincoln was the leader of the North. ,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1290,The Civil War ended in 1865. ,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1291,The Civil War was six years long. ,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1292,Abraham Lincoln died in the war. ,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1293,John Wilkes Booth killed Lincoln. ,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1294,Mount Vernon was George Washington's home.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1295,The Capitol is another name for the White House.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1296,Congress meets in the White House.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1297,Japan sent cherry trees to the United States.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1298,All Saints Day is the day before Halloween. ,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1299,Halloween is older than Christianity.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1300,Halloween carne from Europe.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1301,A jack-o' -lantern is a pumpkin.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1302,"On Halloween, children say ""Trick""!",0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1303,". On Halloween, people give jack-o' -lanterns.",0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1304,Columbus went to India.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1305,There were more than one million tribes at the time of Columbus.,0,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1306,Americans and Indians fought for 400 years.,1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
1307,"The ""native"" Americans became U.S. citizens in 1924",1,english,All About the USA (A Cultural Reader),Country Studies,1,0,0,0,
